3rd_age_amulet	/w/File:3rd_age_amulet.png	5 December 2006	/w/Update:Treasure_Trails,_spiders_and_sheep	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	30300	20200	11893119	8	0.003	Fabulously ancient mage protection enchanted in the 3rd Age.																							
3rd_age_axe	/w/File:3rd_age_axe.png	6 July 2016	/w/Update:Treasure_Trail_Expansion_(2016)	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	33000	22000	460163167	40	1.3	A beautifully crafted axe, shaped by ancient smiths																							
3rd_age_bow	/w/File:3rd_age_bow.png	12 June 2014	/w/Update:Treasure_Trail_Expansion	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	90000	60000	331018335	8	1.5	A beautifully crafted bow carved by ancient archers.																							
3rd_age_cloak	/w/File:3rd_age_cloak.png	12 June 2014	/w/Update:Treasure_Trail_Expansion	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	51000	34000	265514273	8	3.0	A beautiful cloak woven by ancient tailors.																							
3rd_age_full_helmet	/w/File:3rd_age_full_helmet.png	5 December 2006	/w/Update:Treasure_Trails,_spiders_and_sheep	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	54000	36000	15968274	8	0.907	Fabulously ancient armour beaten from magical silver.																							
3rd_age_kiteshield	/w/File:3rd_age_kiteshield.png	5 December 2006	/w/Update:Treasure_Trails,_spiders_and_sheep	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	108000	72000	23354657	8	2.0	Fabulously ancient armour beaten from magical silver.																							
3rd_age_longsword	/w/File:3rd_age_longsword.png	12 June 2014	/w/Update:Treasure_Trail_Expansion	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	90000	60000	759567915	8	1.0	A beautifully crafted sword forged by ancient blacksmiths.																							
3rd_age_mage_hat	/w/File:3rd_age_mage_hat.png	5 December 2006	/w/Update:Treasure_Trails,_spiders_and_sheep	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	30240	20160	7693230	8	0.4	Fabulously ancient mage protection enchanted in the 3rd Age.																							
3rd_age_pickaxe	/w/File:3rd_age_pickaxe.png	6 July 2016	/w/Update:Treasure_Trail_Expansion_(2016)	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	58770	39180	725431415	40	2.2	A beautifully crafted pickaxe, shaped by ancient smiths																							
3rd_age_platebody	/w/File:3rd_age_platebody.png	5 December 2006	/w/Update:Treasure_Trails,_spiders_and_sheep	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	120000	80000	48254182	8	9.979	Fabulously ancient armour beaten from magical silver.																							
3rd_age_platelegs	/w/File:3rd_age_platelegs.png	5 December 2006	/w/Update:Treasure_Trails,_spiders_and_sheep	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	120000	80000	49121804	8	2.721	Fabulously ancient armour beaten from magical silver.																							
3rd_age_range_coif	/w/File:3rd_age_range_coif.png	5 December 2006	/w/Update:Treasure_Trails,_spiders_and_sheep	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	30240	20160	6041926	8	1.0	Fabulously ancient range protection crafted from white dragonhide.																							
3rd_age_range_legs	/w/File:3rd_age_range_legs.png	5 December 2006	/w/Update:Treasure_Trails,_spiders_and_sheep	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	30360	20240	13156675	8	3.0	Fabulously ancient range protection crafted from white dragonhide.																							
3rd_age_range_top	/w/File:3rd_age_range_top.png	5 December 2006	/w/Update:Treasure_Trails,_spiders_and_sheep	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	30480	20320	27533291	8	4.0	Fabulously ancient range protection crafted from white dragonhide.																							
3rd_age_robe	/w/File:3rd_age_robe.png	5 December 2006	/w/Update:Treasure_Trails,_spiders_and_sheep	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	30360	20240	15776427	8	1.8	Fabulously ancient mage protection enchanted in the 3rd Age.																							
3rd_age_robe_top	/w/File:3rd_age_robe_top.png	5 December 2006	/w/Update:Treasure_Trails,_spiders_and_sheep	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	30480	20320	55878651	8	2.7	Fabulously ancient mage protection enchanted in the 3rd Age.																							
3rd_age_vambraces	/w/File:3rd_age_vambraces.png	5 December 2006	/w/Update:Treasure_Trails,_spiders_and_sheep	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	30300	20200	4838818	8	1.0	Fabulously ancient range protection crafted from white dragonhide.																							
3rd_age_wand	/w/File:3rd_age_wand.png	12 June 2014	/w/Update:Treasure_Trail_Expansion	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	90000	60000	94416463	8	3.0	A beautifully crafted wand infused by ancient wizards.																							
A_powdered_wig	/w/File:A_powdered_wig.png	5 December 2006	/w/Update:Treasure_Trails,_spiders_and_sheep	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	1200	800	16322	4	0.4	A big do about nothing.																							
Abyssal_bludgeon	/w/File:Abyssal_bludgeon.png	1 October 2015	/w/Update:The_Abyssal_Sire	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	156000	104000	28240091	8	6.0	Elements of deceased Abyssal Sires have been fused together																							
Abyssal_bracelet(1)	/w/File:Abyssal_bracelet.png	30 April 2007	/w/Update:24_Carat_Update	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	2520	1680	-1	-1	0.25	-1																							
Abyssal_bracelet(2)	/w/File:Abyssal_bracelet.png	30 April 2007	/w/Update:24_Carat_Update	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	2520	1680	-1	-1	0.25	-1																							
Abyssal_bracelet(3)	/w/File:Abyssal_bracelet.png	30 April 2007	/w/Update:24_Carat_Update	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	2520	1680	-1	-1	0.25	-1																							
Abyssal_bracelet(4)	/w/File:Abyssal_bracelet.png	30 April 2007	/w/Update:24_Carat_Update	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	2520	1680	-1	-1	0.25	-1																							
Abyssal_bracelet(5)	/w/File:Abyssal_bracelet.png	30 April 2007	/w/Update:24_Carat_Update	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	2520	1680	2276	10000	0.25	Makes using the Abyss just slightly safer.																							
Abyssal_dagger	/w/File:Abyssal_dagger.png	1 October 2015	/w/Update:The_Abyssal_Sire	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	69000	46000	9783749	8	0.0	Something sharp from the body of a defeated Abyssal Sire																							
Abyssal_dagger_(p)	/w/File:Abyssal_dagger_(p).png	1 October 2015	/w/Update:The_Abyssal_Sire	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	69001	46000	10060488	8	0.0	Something sharp and poisonous from the body of a defeated Abyssal Sire																							
Abyssal_dagger_(p+)	/w/File:Abyssal_dagger_(p%2B).png	1 October 2015	/w/Update:The_Abyssal_Sire	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	69001	46001	10081455	8	0.0	Something sharp and very poisonous from the body of a defeated Abyssal Sire																							
Abyssal_dagger_(p++)	/w/File:Abyssal_dagger_(p%2B%2B).png	1 October 2015	/w/Update:The_Abyssal_Sire	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	69002	46001	9792444	8	0.0	Something sharp and extremely poisonous from the body of a defeated Abyssal Sire																							
Abyssal_whip	/w/File:Abyssal_whip.png	26 January 2005	/w/Update:Slayer_Skill	True	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	72000	48000	2622266	70	0.453	A weapon from the abyss.																							
Achey_tree_logs	/w/File:Achey_tree_logs.png	18 May 2004	/w/Update:Big_Chompy_Bird_Hunting	True	No	True	False	False	False	True	Drop	N/A	N/A	N/A	True	2	1	239	13000	1.36	These logs are longer than normal																							
Acorn	/w/File:Acorn_1.png	11 July 2005	/w/Update:Farming	True	No	True	False	True	False	True	Drop	N/A	N/A	N/A	True	3	2	48	200	0.0	Plant this in a plantpot of soil to grow a sapling																							
Adamant_2h_sword	/w/File:Adamant_2h_sword.png	4 January 2001	/w/Update:Runescape_beta_is_now_online!	False	No	True	True	False	False	True	Drop	N/A	N/A	N/A	True	3840	2560	3586	125	4.082	A two handed sword.																							
Adamant_arrow	/w/File:Adamant_arrow_1.png	25 March 2002	/w/Update:Latest_RuneScape_News_(25_March_2002)	False	No	True	True	True	False	True	Drop	N/A	N/A	N/A	True	48	32	56	11000	0.0	Arrows with adamant heads																							
Adamant_arrow(p)	/w/File:Adamant_arrow(p)_1.png	25 March 2002	/w/Update:Latest_RuneScape_News_(25_March_2002)	True	No	True	True	True	False	True	Drop	N/A	N/A	N/A	True	48	32	174	11000	0.0	Venomous-looking arrows																							
Adamant_arrow(p+)	/w/File:Adamant_arrow(p%2B)_1.png	11 July 2005	/w/Update:Farming	True	No	True	True	True	False	True	Drop	N/A	N/A	N/A	True	48	32	513	11000	0.0	Venomous-looking arrows																							
